%1. Title: CK database - Feature_Emotion dataset
%
%2. Source: 
%	(a)Data   :cohn-kanade database
%	(b)Creater:Yean Seanglidet
%	(c)Date   :12-Feb-2014
@relation emotion

@ATTRIBUTE feature1 real
@ATTRIBUTE feature2 real
@ATTRIBUTE feature3 real
@ATTRIBUTE feature4 real
@ATTRIBUTE feature5 real
@ATTRIBUTE feature6 real
@ATTRIBUTE feature7 real
@ATTRIBUTE feature8 real
@ATTRIBUTE feature9 real
@ATTRIBUTE feature10 real
@ATTRIBUTE feature11 real
@ATTRIBUTE feature12 real
@ATTRIBUTE feature13 real
@ATTRIBUTE class {Surprise,Fear,Happy,Sad,Disgust,Anger}

@DATA
0.109211,0.0914322,0.11493,0.121532,2.74405,2.52154,5.69134,0.475521,0.473732,0.342311,0.347985,0.192366,0.205145,Disgust
0.115882,0.0960316,0.120781,0.131023,2.25575,2.1539,5.48862,0.460187,0.460285,0.332793,0.344786,0.177224,0.191153,Disgust
0.11066,0.104411,0.11234,0.129433,2.53818,2.24113,5.56845,0.469955,0.47177,0.310579,0.313228,0.197548,0.220692,Disgust
0.114591,0.0830859,0.0920434,0.128856,2.64277,2.3782,6.42549,0.448638,0.450847,0.331339,0.32385,0.17511,0.181165,Disgust
0.147603,0.142538,0.148982,0.134966,2.10484,2.06805,5.94853,0.467309,0.458563,0.32636,0.297417,0.187127,0.190358,Surprise
0.147971,0.143339,0.146169,0.151299,2.65949,2.43915,3.73457,0.504431,0.506632,0.336505,0.310595,0.206599,0.216554,Surprise
0.14471,0.146414,0.166088,0.150646,2.68512,2.39307,3.48697,0.533981,0.535126,0.330984,0.310906,0.247339,0.25612,Surprise
0.163585,0.159846,0.168859,0.154679,2.522,2.29257,2.84092,0.543209,0.552642,0.34414,0.335698,0.242254,0.256393,Surprise
0.161573,0.163242,0.174593,0.150028,2.71548,2.49089,3.08708,0.537181,0.543056,0.35609,0.350044,0.231494,0.239508,Surprise
0.154118,0.162737,0.161628,0.144607,2.49596,2.40003,7.67142,0.466465,0.472946,0.323547,0.316928,0.206676,0.209466,Surprise
0.167246,0.161577,0.170057,0.156508,2.75469,2.58101,3.57955,0.526101,0.531451,0.350476,0.343427,0.230303,0.226974,Surprise
0.156405,0.163561,0.177534,0.150747,2.16697,2.14738,4.80487,0.477957,0.487121,0.326318,0.314809,0.206409,0.206446,Surprise
0.155437,0.163495,0.156987,0.146851,2.64988,2.49418,20.841,0.478662,0.481155,0.327384,0.32371,0.201315,0.206353,Surprise
0.165626,0.174198,0.170415,0.152958,2.054,1.98026,5.55535,0.460419,0.461537,0.31537,0.311447,0.198369,0.201736,Surprise
0.120315,0.126102,0.124476,0.139881,2.53464,2.31127,13.494,0.464342,0.456143,0.348526,0.319236,0.178335,0.169316,Sad
0.114218,0.130171,0.138091,0.124128,2.54222,2.50286,14.0749,0.456962,0.450748,0.33551,0.316528,0.180767,0.171893,Sad
0.122464,0.127468,0.123401,0.122695,2.39912,2.3984,14.1228,0.468843,0.456531,0.337895,0.310566,0.186352,0.175649,Sad
0.110216,0.126623,0.122962,0.136722,2.60819,2.30628,4.27087,0.471653,0.449287,0.349466,0.320668,0.176232,0.170067,Sad
0.114067,0.134994,0.132387,0.137304,2.68321,2.38771,12.4095,0.472507,0.460969,0.339936,0.317017,0.178703,0.173251,Sad
0.112268,0.140423,0.151648,0.142654,2.74662,2.44833,17.6102,0.48683,0.494244,0.363298,0.34924,0.184976,0.191416,Sad
0.10711,0.126168,0.127016,0.13369,2.665,2.35695,19.8995,0.456329,0.455935,0.340816,0.318696,0.178789,0.175023,Sad
0.132176,0.133285,0.151141,0.132266,2.62602,2.60937,20.6603,0.487586,0.485841,0.363945,0.352573,0.178382,0.178886,Sad
0.107709,0.125688,0.143473,0.108537,2.52224,2.41647,27.463,0.460672,0.453686,0.340337,0.329308,0.195322,0.185627,Sad
0.149219,0.124583,0.137341,0.123623,2.73337,2.67806,3.13382,0.518658,0.523023,0.358667,0.348514,0.216112,0.208615,Sad
0.122544,0.135159,0.146592,0.11779,2.74854,2.81279,19.8195,0.493124,0.494682,0.371511,0.369088,0.180065,0.177349,Sad
0.114626,0.119381,0.126628,0.132571,2.83335,2.47019,15.5869,0.455031,0.457123,0.347097,0.329905,0.180086,0.171184,Sad
0.11455,0.1316,0.143176,0.135281,2.74443,2.60282,17.2544,0.488819,0.488022,0.364887,0.360101,0.1916,0.179631,Sad
0.10308,0.121425,0.130199,0.124219,2.66309,2.3986,36.7036,0.456088,0.453088,0.345566,0.332299,0.182596,0.173972,Sad
0.118564,0.120223,0.131724,0.121894,2.80037,2.59803,11.6525,0.471192,0.47527,0.359307,0.353859,0.18108,0.178291,Sad
0.113053,0.122492,0.125482,0.129317,2.5406,2.36924,16.0236,0.471141,0.469635,0.358667,0.341724,0.187704,0.179528,Sad
0.115047,0.128679,0.134187,0.129756,2.55359,2.44263,13.9378,0.488603,0.48034,0.380103,0.357097,0.181824,0.16595,Sad
0.10775,0.114942,0.118793,0.139001,2.85977,2.41854,13.1087,0.453185,0.455342,0.34404,0.332244,0.176345,0.175459,Sad
0.121567,0.120151,0.117468,0.133786,2.73766,2.53685,15.081,0.455057,0.450433,0.336236,0.322891,0.181185,0.18164,Sad
0.102261,0.11609,0.115647,0.128826,2.89249,2.4913,17.2304,0.453387,0.453911,0.345676,0.328668,0.177951,0.178797,Sad
0.124459,0.115608,0.122263,0.119629,2.89926,2.86999,8.90555,0.436746,0.429582,0.322172,0.298729,0.189315,0.184683,Disgust
0.133256,0.127289,0.122356,0.121542,2.80327,2.74018,9.07326,0.438885,0.426911,0.333701,0.295314,0.173415,0.16538,Disgust
0.1192,0.111936,0.116221,0.116323,3.31122,3.2434,10.5077,0.434002,0.427045,0.327344,0.302852,0.183205,0.173033,Disgust
0.12746,0.119415,0.123527,0.122746,3.20809,3.36368,10.3728,0.429686,0.419864,0.343568,0.313875,0.173137,0.15862,Disgust
0.110702,0.131313,0.149617,0.127297,2.46011,2.53016,20.5835,0.491313,0.49878,0.346863,0.356144,0.193895,0.204976,Anger
0.118991,0.132981,0.117757,0.131006,3.18239,3.19303,25.7314,0.446618,0.435838,0.341536,0.31612,0.165394,0.157374,Anger
0.124858,0.11598,0.105869,0.13059,3.32431,3.32509,19.1475,0.447081,0.446333,0.342679,0.319003,0.160403,0.164183,Anger
0.124533,0.130307,0.116786,0.121545,2.62873,2.64174,31.6849,0.439743,0.429893,0.342711,0.310629,0.164356,0.152015,Anger
0.135218,0.137414,0.142363,0.140505,3.94773,3.98073,269.111,0.431849,0.430875,0.329188,0.312145,0.171657,0.166489,Anger
0.130836,0.139303,0.133441,0.138533,3.83579,3.68488,37.1509,0.433202,0.428376,0.324182,0.300837,0.170797,0.172209,Anger
0.124162,0.130659,0.114966,0.13153,3.94378,3.9513,18.4357,0.449723,0.438346,0.336735,0.304191,0.174046,0.169906,Anger
0.114475,0.117943,0.111646,0.113856,2.72875,2.89109,13.6597,0.447143,0.434273,0.343961,0.31757,0.163576,0.159053,Anger
0.118933,0.123769,0.103963,0.118285,2.86715,2.81444,24.1131,0.4508,0.43666,0.337918,0.29852,0.163114,0.16211,Anger
0.109177,0.117301,0.105364,0.118325,2.99475,2.8018,16.976,0.451264,0.442982,0.34319,0.318931,0.16835,0.175082,Anger
0.10586,0.12383,0.109142,0.116086,2.67506,2.70716,25.5356,0.463233,0.448939,0.338481,0.318608,0.163952,0.164139,Anger
0.10765,0.13035,0.140639,0.112656,2.49707,2.59728,67.174,0.487243,0.486739,0.362463,0.363859,0.180625,0.188892,Anger
0.101706,0.115721,0.10133,0.107694,3.3603,3.30327,35.7,0.452184,0.439103,0.340478,0.309678,0.164986,0.160456,Anger
0.105131,0.127563,0.125413,0.110136,2.46932,2.45169,41.548,0.465281,0.459831,0.355975,0.339802,0.171703,0.17389,Anger
0.0969866,0.128234,0.139376,0.122248,2.86625,2.74087,30.2377,0.489388,0.485763,0.359374,0.362664,0.185068,0.195465,Anger
0.107443,0.136232,0.142945,0.118534,2.63122,2.57452,29.6935,0.478641,0.477256,0.356194,0.351569,0.179247,0.186303,Anger
0.110026,0.123089,0.11431,0.123551,2.78085,2.82735,25.9947,0.4422,0.430806,0.337667,0.317797,0.16148,0.166453,Anger
0.106877,0.130671,0.148747,0.111592,2.29501,2.39451,52.6805,0.50182,0.496503,0.36559,0.36216,0.188791,0.192209,Anger
0.113539,0.124445,0.133528,0.12041,2.95377,2.97847,8.99306,0.433049,0.425235,0.361249,0.332269,0.167937,0.156309,Happy
0.114474,0.116888,0.121993,0.11448,2.87427,2.82654,5.57838,0.449375,0.431083,0.333647,0.30859,0.175559,0.173648,Happy
0.0998039,0.120559,0.11711,0.11785,3.80324,3.50104,4.72993,0.444449,0.432967,0.327516,0.309597,0.166327,0.166476,Happy
0.103438,0.109655,0.109797,0.110077,4.04144,3.76919,4.9188,0.455952,0.440975,0.327867,0.312561,0.176602,0.170167,Happy
0.107502,0.112124,0.110448,0.113902,4.1286,3.85838,4.9947,0.458211,0.43753,0.325036,0.297733,0.185728,0.180293,Happy
0.106008,0.110765,0.116657,0.1043,3.80105,3.5489,4.74483,0.452996,0.429575,0.317253,0.289613,0.187962,0.177119,Happy
0.110595,0.116463,0.117249,0.113153,3.6821,3.34392,4.7067,0.461164,0.439076,0.331414,0.301437,0.187726,0.178268,Happy
0.10579,0.115554,0.120211,0.111017,3.3766,3.13655,5.17395,0.450035,0.444301,0.324654,0.306163,0.179522,0.181047,Happy
0.103258,0.112897,0.107088,0.113731,3.95981,4.05137,5.09102,0.474995,0.446044,0.328193,0.31164,0.199896,0.184556,Happy
0.0989496,0.104097,0.105172,0.111039,3.30918,3.17562,8.03643,0.434029,0.424866,0.312931,0.295593,0.186189,0.180646,Happy
0.114424,0.113586,0.115636,0.117328,3.25995,3.123,4.67763,0.450893,0.43619,0.311193,0.285892,0.193473,0.189483,Happy
0.111288,0.112882,0.114306,0.115907,3.42896,3.35066,5.13673,0.470661,0.441693,0.326811,0.310205,0.20167,0.187282,Happy
0.113772,0.11217,0.117816,0.121499,3.53774,3.31413,7.19028,0.444307,0.449678,0.31892,0.306541,0.185056,0.186393,Happy
0.117244,0.119352,0.127785,0.127113,3.67093,3.25258,5.02909,0.452931,0.454813,0.322696,0.305727,0.182516,0.183869,Happy
0.0980153,0.108541,0.123777,0.117132,3.21652,3.15473,6.55474,0.455197,0.456508,0.329342,0.325046,0.193886,0.183665,Happy
0.0986726,0.106368,0.10872,0.108269,3.75737,3.64909,7.22598,0.448302,0.438871,0.327359,0.305792,0.185737,0.185558,Happy
0.107067,0.118116,0.123901,0.113263,3.40262,3.23672,4.42455,0.464696,0.455951,0.317539,0.300821,0.197113,0.196296,Happy
0.106067,0.109322,0.116091,0.0989426,2.99754,2.95563,5.64058,0.453654,0.448297,0.321483,0.311855,0.189647,0.186495,Happy
0.0988422,0.10258,0.109202,0.106232,3.64525,3.71902,5.97583,0.457262,0.449564,0.322042,0.308318,0.190124,0.184359,Happy
0.109196,0.112601,0.109008,0.105413,3.37671,3.32211,4.29007,0.470942,0.455356,0.325454,0.296134,0.196472,0.195394,Happy
0.117044,0.12075,0.123128,0.121876,2.94083,2.85918,3.8133,0.467744,0.458469,0.323237,0.300672,0.190253,0.188148,Happy
0.108675,0.113516,0.123769,0.115488,3.51297,3.27605,4.40378,0.459623,0.452631,0.31915,0.301296,0.188783,0.188957,Happy
0.105271,0.117538,0.115287,0.111209,3.60737,3.38573,4.6519,0.460579,0.445144,0.329295,0.300218,0.186829,0.184789,Happy
0.138162,0.127292,0.112684,0.1329,2.85779,2.57968,14.5345,0.502005,0.504318,0.368949,0.372282,0.166622,0.165127,Sad
0.134925,0.124861,0.111314,0.129909,2.5523,2.47186,9.41017,0.50225,0.510091,0.372404,0.393912,0.163853,0.170398,Sad
0.137483,0.132771,0.11943,0.128071,2.73491,2.79526,14.1888,0.505332,0.510619,0.383801,0.393343,0.158053,0.152159,Sad
0.131826,0.131006,0.122662,0.128038,2.81915,2.81116,13.4039,0.512142,0.509866,0.377586,0.395082,0.17298,0.166023,Sad
0.135017,0.131626,0.138085,0.127425,2.61312,2.72493,16.6609,0.51527,0.524207,0.386658,0.403343,0.170752,0.166849,Sad
0.137669,0.134772,0.131013,0.132906,2.69661,2.67857,15.923,0.508595,0.509502,0.380468,0.395673,0.161769,0.158944,Sad
0.137637,0.125864,0.122453,0.124519,2.74228,2.75405,19.4028,0.518488,0.518041,0.374201,0.378036,0.179454,0.176602,Sad
0.131339,0.133651,0.132813,0.127394,2.64856,2.76533,12.0277,0.499569,0.505157,0.370598,0.394333,0.16561,0.166195,Sad
0.141453,0.125143,0.114504,0.129838,2.90416,2.94389,12.6162,0.512243,0.520228,0.385114,0.400838,0.164099,0.159593,Sad
0.126695,0.115426,0.104888,0.120781,3.26128,3.26079,13.9891,0.47903,0.470968,0.353802,0.360901,0.149672,0.15518,Disgust
0.122577,0.110234,0.0982152,0.115208,3.08644,3.22597,9.18436,0.460537,0.454432,0.344544,0.351057,0.142872,0.151315,Disgust
0.121566,0.114191,0.105253,0.10631,3.41132,3.49648,15.9469,0.447781,0.435341,0.344168,0.331582,0.153712,0.146225,Disgust
0.111814,0.100096,0.0991924,0.104137,3.4819,3.65809,14.665,0.451284,0.43605,0.336296,0.339257,0.154084,0.153674,Disgust
0.11036,0.10106,0.0921641,0.104774,3.59988,3.60782,16.049,0.44115,0.434415,0.354262,0.347191,0.148487,0.146607,Disgust
0.122568,0.100186,0.0927109,0.11297,3.55673,3.44869,15.5612,0.453482,0.458366,0.351352,0.347936,0.133341,0.14879,Disgust
0.118399,0.102211,0.0968076,0.127581,3.90711,3.50862,13.1785,0.463508,0.455488,0.345092,0.349209,0.146753,0.160178,Disgust
0.141818,0.131222,0.128689,0.133375,2.38145,2.55953,7.3274,0.471909,0.494225,0.330318,0.355581,0.173049,0.176489,Surprise
0.142885,0.146027,0.154018,0.147215,2.50732,2.67557,5.89272,0.441088,0.453608,0.315532,0.339396,0.154912,0.156463,Surprise
0.154125,0.158853,0.174548,0.164047,2.4466,2.69162,5.35262,0.446721,0.45799,0.3138,0.332667,0.15643,0.165387,Surprise
0.146522,0.131309,0.131487,0.153338,4.1804,3.77902,5.05947,0.458623,0.47618,0.330041,0.357929,0.171771,0.185769,Surprise
0.135596,0.129013,0.135395,0.165506,2.9797,2.90197,3.69216,0.467991,0.479046,0.338208,0.353134,0.164312,0.171263,Surprise
0.125733,0.131382,0.13747,0.125387,1.8939,2.03505,3.23601,0.469248,0.471157,0.336309,0.345897,0.158503,0.166112,Surprise
0.140305,0.139534,0.152931,0.154683,2.13761,2.19529,4.0876,0.453015,0.457455,0.33293,0.346118,0.151331,0.155467,Surprise
0.139189,0.139207,0.14488,0.148415,2.5866,2.57352,3.78163,0.455047,0.468192,0.322306,0.341849,0.16758,0.175364,Surprise
0.144833,0.143141,0.157669,0.159658,2.24611,2.44618,3.49112,0.484735,0.492887,0.347556,0.366574,0.164426,0.182059,Surprise
0.139126,0.146527,0.15869,0.149663,2.05095,2.21594,3.64684,0.469146,0.470059,0.347176,0.359359,0.148037,0.147761,Surprise
0.130486,0.134896,0.144576,0.148475,2.7337,2.74422,4.42688,0.460992,0.474578,0.327829,0.34993,0.166411,0.174722,Surprise
0.145852,0.147863,0.159366,0.141213,2.11917,2.22125,4.48379,0.467257,0.464069,0.325613,0.330659,0.172642,0.175051,Surprise
0.135752,0.136151,0.144463,0.141591,1.91838,1.946,4.00217,0.451257,0.463699,0.32175,0.342437,0.157227,0.168372,Surprise
0.102713,0.101734,0.114536,0.119672,3.19442,3.30437,12.1158,0.443456,0.449224,0.326316,0.336485,0.157044,0.158151,Sad
0.113388,0.124241,0.129156,0.139058,3.31605,3.04514,11.4467,0.465842,0.484428,0.331389,0.345415,0.175377,0.180368,Sad
0.118869,0.116812,0.114445,0.142668,4.05123,3.41357,17.374,0.483998,0.49819,0.339826,0.350931,0.182813,0.197227,Sad
0.114101,0.105993,0.106439,0.126213,3.05875,2.82406,11.748,0.502598,0.523519,0.332575,0.357932,0.210492,0.21363,Sad
0.109103,0.113146,0.124021,0.129254,2.57897,2.53266,9.47389,0.500072,0.533496,0.346286,0.389539,0.183192,0.202212,Sad
0.115205,0.115767,0.114646,0.134093,2.6781,2.46685,4.7547,0.493401,0.498581,0.316912,0.32124,0.207367,0.21776,Sad
0.11724,0.113454,0.11563,0.133579,2.99066,2.70864,10.5155,0.483418,0.499625,0.343764,0.354998,0.178,0.191869,Sad
0.117998,0.115295,0.111748,0.131468,2.80168,2.69084,10.6119,0.472069,0.487066,0.342154,0.359478,0.16426,0.169777,Sad
0.124763,0.112393,0.124127,0.139883,2.35883,2.22863,3.56601,0.48629,0.50373,0.325855,0.337376,0.197253,0.20662,Sad
0.122103,0.118264,0.11398,0.129036,2.58589,2.4823,11.1522,0.488081,0.506998,0.33877,0.357345,0.185527,0.197299,Sad
0.126564,0.12965,0.143348,0.154038,2.68145,2.6941,9.67401,0.43672,0.449451,0.306969,0.331892,0.146956,0.157359,Disgust
0.108597,0.122353,0.135648,0.123193,2.56402,2.65927,12.0907,0.419492,0.414571,0.316111,0.329204,0.155131,0.154082,Disgust
0.0978052,0.110715,0.107564,0.11909,3.65672,3.4979,8.82158,0.459219,0.457381,0.325395,0.336263,0.151723,0.154447,Disgust
0.100785,0.104934,0.104176,0.119615,3.38639,3.20055,6.73483,0.446657,0.458587,0.331358,0.346014,0.139106,0.151063,Disgust
0.0996493,0.102342,0.108232,0.119619,4.18045,4.02167,13.2594,0.464569,0.471635,0.323477,0.334822,0.160598,0.165773,Disgust
0.100857,0.0987132,0.0965591,0.125042,3.8289,3.58887,11.7874,0.441871,0.443628,0.320715,0.340882,0.148196,0.159657,Disgust
0.101307,0.103959,0.114733,0.122665,3.59193,3.43104,10.4605,0.447128,0.469959,0.339051,0.353641,0.138103,0.147666,Disgust
0.113874,0.108252,0.130601,0.138087,2.58908,2.62456,4.78421,0.432135,0.439266,0.317414,0.343699,0.154535,0.164392,Fear
0.119247,0.106781,0.111843,0.127164,3.66061,3.02804,4.38268,0.460305,0.488341,0.335106,0.348307,0.169734,0.186569,Fear
0.101746,0.101243,0.109939,0.124154,3.12095,2.93366,3.9837,0.462764,0.466019,0.339539,0.349552,0.159517,0.166514,Fear
0.123867,0.102589,0.111648,0.11659,3.14545,2.95449,4.93823,0.468214,0.486418,0.327543,0.343015,0.184582,0.2004,Fear
0.101344,0.113742,0.134105,0.123999,2.67984,2.6784,4.18635,0.470974,0.470475,0.34014,0.349264,0.168241,0.167189,Fear
0.0979021,0.101475,0.133997,0.123665,3.17366,3.08634,4.8042,0.468446,0.47275,0.342571,0.356199,0.175044,0.166682,Fear
0.0989443,0.101468,0.114363,0.121627,2.96974,2.78627,5.03297,0.434004,0.44148,0.325829,0.337932,0.158081,0.161272,Fear
0.106952,0.0926941,0.124209,0.122197,3.13622,3.11861,4.842,0.456661,0.461459,0.33276,0.343017,0.174469,0.166691,Fear
0.0935594,0.0940039,0.118325,0.117875,3.30445,3.02059,5.18441,0.432012,0.439755,0.321725,0.336771,0.157539,0.159648,Fear
0.102529,0.0990386,0.124464,0.11415,3.21546,3.29358,5.07105,0.450838,0.446539,0.331855,0.341447,0.172211,0.161481,Fear
0.0973506,0.106918,0.130358,0.120685,2.78147,2.78454,4.4611,0.452089,0.446124,0.335157,0.342876,0.164443,0.156955,Fear
0.095331,0.0962706,0.127777,0.111408,3.28544,3.23076,5.219,0.45004,0.452533,0.327569,0.344686,0.172517,0.167246,Fear
0.098942,0.100385,0.112614,0.124763,2.89703,2.62543,4.5771,0.43091,0.440132,0.32611,0.340018,0.14749,0.150611,Fear
0.0901811,0.0972873,0.121908,0.108821,4.12677,4.10851,5.21656,0.444854,0.446076,0.33519,0.357965,0.15335,0.158352,Fear
0.114318,0.104641,0.108645,0.123181,2.78222,2.77,11.723,0.457433,0.468629,0.321927,0.342564,0.151218,0.160672,Anger
0.106586,0.102249,0.107441,0.121731,3.09817,2.98035,11.8149,0.454978,0.457369,0.322992,0.327372,0.157995,0.162818,Anger
0.106423,0.100277,0.108354,0.11055,3.47866,3.28934,13.6375,0.462192,0.479887,0.329865,0.349244,0.153943,0.163602,Anger
0.118357,0.105884,0.10859,0.125859,3.2572,3.13098,11.6162,0.452614,0.453398,0.328237,0.351339,0.147116,0.152362,Anger
0.110004,0.100714,0.105646,0.112522,3.1886,3.29365,9.63055,0.454004,0.457337,0.323677,0.333886,0.153307,0.160762,Anger
0.111343,0.107575,0.11434,0.125861,3.78143,3.38375,18.5078,0.458914,0.47699,0.334074,0.360176,0.142348,0.15301,Anger
0.105235,0.111953,0.107453,0.12109,3.37991,3.12068,13.7033,0.452816,0.459534,0.335647,0.354374,0.140013,0.144597,Anger
0.0995193,0.108979,0.110825,0.128494,3.55555,3.48353,10.3769,0.457052,0.463596,0.336753,0.358441,0.145966,0.151967,Anger
0.107108,0.0972925,0.102691,0.109245,3.88065,4.03378,8.02897,0.450866,0.459231,0.333703,0.35772,0.136138,0.144712,Anger
0.0989544,0.101862,0.100341,0.121212,3.22299,2.96804,10.1765,0.443728,0.457329,0.330645,0.353329,0.148202,0.153561,Anger
0.105833,0.105214,0.102646,0.117897,3.28739,3.34919,9.00656,0.443548,0.448425,0.337339,0.349948,0.132394,0.141522,Anger
0.104234,0.0925322,0.103078,0.113406,3.60526,3.81467,11.0248,0.448809,0.458952,0.342426,0.363198,0.140811,0.145912,Anger
0.108426,0.108347,0.108288,0.123085,3.98428,3.49587,13.7957,0.455614,0.471328,0.326495,0.349322,0.148736,0.159517,Anger
0.0951752,0.098897,0.10931,0.110283,3.3401,3.47075,13.3957,0.456603,0.465896,0.341344,0.36197,0.149057,0.151925,Anger
0.101864,0.112099,0.118121,0.12795,4.43161,4.60849,9.25965,0.452687,0.462693,0.345559,0.359731,0.132493,0.137808,Anger
0.108354,0.0988619,0.108734,0.124013,3.84313,4.01351,9.77466,0.44758,0.449114,0.325214,0.336481,0.157352,0.165598,Anger
0.0954478,0.101128,0.105762,0.11276,3.14391,3.26583,11.4651,0.454024,0.452167,0.341341,0.355095,0.152632,0.153712,Anger
0.0948403,0.106957,0.111677,0.120882,3.84625,3.54642,10.092,0.455765,0.468688,0.340985,0.360289,0.143355,0.1493,Anger
0.104334,0.101449,0.106543,0.119431,3.6423,3.42443,10.3535,0.456836,0.472998,0.341094,0.363278,0.139411,0.152951,Anger
0.0936445,0.10235,0.111654,0.11408,3.20496,3.24531,12.7456,0.447212,0.454907,0.342091,0.359945,0.1431,0.148113,Anger
0.0970017,0.0971402,0.103209,0.111211,3.84538,3.9703,9.03041,0.448664,0.458802,0.338064,0.364316,0.140288,0.145255,Anger
0.0974377,0.103172,0.101656,0.120432,3.91419,3.88369,9.14545,0.450468,0.455519,0.338648,0.353965,0.138677,0.142238,Anger
0.101166,0.0986723,0.101309,0.11443,3.19278,3.15632,9.98814,0.451671,0.455882,0.330695,0.352798,0.148321,0.151908,Anger
0.103748,0.0961491,0.104789,0.118,3.9092,3.88003,9.76844,0.460071,0.47009,0.344617,0.368175,0.14996,0.153038,Anger
0.100254,0.0942018,0.0995586,0.122314,3.91072,3.77287,7.95551,0.448105,0.452961,0.327421,0.345433,0.147623,0.154157,Anger
0.101158,0.100687,0.103259,0.120906,3.44133,3.63146,11.5025,0.449592,0.45036,0.33744,0.356544,0.149028,0.147118,Anger
0.0963492,0.0971173,0.107251,0.108074,3.42297,3.78086,9.86177,0.448823,0.453268,0.33738,0.362821,0.146516,0.147229,Anger
0.120088,0.119599,0.133228,0.153863,2.87889,2.69073,9.04572,0.423601,0.431313,0.300881,0.321246,0.150542,0.164936,Happy
0.109108,0.104584,0.128366,0.112492,2.33443,2.35011,5.84016,0.470777,0.475167,0.319501,0.337267,0.173686,0.183691,Happy
0.106954,0.118025,0.13044,0.131403,2.99799,2.82409,4.53363,0.474546,0.488429,0.351081,0.361517,0.150809,0.159812,Happy
0.134468,0.102752,0.103023,0.132819,3.31459,2.7971,4.59572,0.457393,0.489476,0.305726,0.33569,0.174236,0.196977,Happy
0.108044,0.116085,0.131141,0.131581,3.23115,3.07193,4.56952,0.479271,0.494759,0.3459,0.366938,0.155031,0.176407,Happy
0.103157,0.105259,0.133967,0.132449,3.53089,3.31609,4.54386,0.453222,0.469142,0.341714,0.350695,0.159084,0.163428,Happy
0.113057,0.111637,0.114042,0.135019,2.84327,2.67899,3.36861,0.448683,0.460842,0.331915,0.334071,0.148854,0.16452,Happy
0.104816,0.115847,0.120499,0.133423,3.0241,2.59111,4.99041,0.425976,0.436439,0.318177,0.328401,0.142688,0.160847,Happy
0.0995932,0.101977,0.113492,0.131763,3.74043,3.35363,5.86414,0.42843,0.439172,0.315128,0.329084,0.151459,0.159777,Happy
0.101606,0.095069,0.0975257,0.134274,3.19464,2.74676,4.78035,0.431373,0.44527,0.317872,0.325464,0.143802,0.160003,Happy
0.097496,0.103137,0.113527,0.124841,3.80538,3.26029,4.57234,0.429042,0.43462,0.310754,0.324632,0.148708,0.163583,Happy
0.129608,0.0977993,0.101556,0.118924,4.13503,3.77271,5.76155,0.464269,0.477853,0.330096,0.34907,0.164388,0.179434,Happy
0.100271,0.100549,0.104042,0.131827,3.34876,2.86273,5.60531,0.441333,0.453811,0.324302,0.327085,0.152417,0.164288,Happy
0.100177,0.0987917,0.102934,0.118843,3.51297,3.00908,4.9395,0.438565,0.446815,0.321434,0.32253,0.150065,0.168272,Happy
0.105981,0.0962836,0.0988658,0.115043,3.5031,3.25626,4.20928,0.439734,0.439158,0.321931,0.326397,0.144264,0.156503,Happy
0.125254,0.0897042,0.0923355,0.106956,3.91872,3.78833,4.92911,0.445045,0.468385,0.333395,0.36006,0.145608,0.16345,Happy
0.108522,0.0993589,0.0983823,0.126767,3.20228,2.80155,4.67592,0.438645,0.452115,0.327255,0.336642,0.144004,0.161099,Happy
0.103438,0.0996043,0.10177,0.128778,3.39283,2.9171,4.49362,0.431648,0.440166,0.312025,0.316153,0.149819,0.163474,Happy
0.103266,0.100084,0.100973,0.129969,3.06016,2.69404,4.13056,0.429728,0.444448,0.314033,0.326658,0.141207,0.155319,Happy
0.101352,0.0978822,0.109319,0.133246,3.42076,2.88614,4.94749,0.426829,0.443325,0.309331,0.334708,0.146823,0.165067,Happy
0.125483,0.101788,0.104057,0.124647,3.85061,3.3226,5.16242,0.463461,0.48445,0.327232,0.347527,0.171373,0.190567,Happy
0.122078,0.100299,0.0965739,0.121625,4.15206,3.6537,4.93379,0.458839,0.470997,0.330783,0.337941,0.164342,0.18342,Happy
0.10842,0.09407,0.0948905,0.120401,3.34115,3.10393,4.52639,0.436009,0.43607,0.31673,0.323151,0.147552,0.158659,Happy
0.124725,0.10731,0.106857,0.129999,3.41389,2.92048,5.47323,0.457782,0.480864,0.323444,0.342956,0.164664,0.186309,Happy
0.121344,0.103219,0.109819,0.13048,2.9233,2.65335,4.88979,0.449015,0.481816,0.327133,0.344592,0.162943,0.190749,Happy
0.0976288,0.103082,0.102996,0.119961,3.32844,2.95697,4.7535,0.437547,0.447241,0.327441,0.331535,0.150298,0.156713,Happy
0.114084,0.101201,0.102762,0.12139,3.23704,2.84859,4.36818,0.517885,0.508885,0.356026,0.336767,0.216111,0.215129,Surprise
0.114656,0.113671,0.12174,0.139532,3.08915,2.59868,3.30693,0.526421,0.522785,0.352776,0.343833,0.221152,0.222104,Surprise
0.124592,0.114432,0.11462,0.137283,2.8912,2.5053,2.95206,0.546353,0.542237,0.358194,0.341222,0.231163,0.236909,Surprise
0.122899,0.121779,0.133371,0.139597,2.83863,2.54858,2.65984,0.546106,0.54977,0.355653,0.336235,0.232601,0.238908,Surprise
